employee_id,age,gender,department,job_level,tenure,manager_id,salary,salary_position_pct,performance_score,manager_score,absenteeism_days,training_hours,promotion_last_2y,internal_mobility,workload_index,team_size,remote_ratio,low_performance_risk
519,31,Male,Marketing,Junior,6.1,64,38682,0.55,5,4.0,12,58.0,1,0,52,3,0.72,1
520,47,Female,Data,Mid,0.0,61,51762,0.53,5,5.0,2,66.0,0,0,87,8,0.37,0
521,40,Female,HR,Junior,0.9,29,48383,0.98,5,5.0,3,49.0,1,0,77,5,0.42,0
522,24,Female,HR,Senior,6.2,39,83160,0.34,2,3.0,2,22.0,1,1,87,7,0.56,1
523,34,Male,Data,Junior,5.5,88,52796,0.58,1,1.0,8,39.0,1,0,86,10,0.95,1
524,49,Male,Data,Senior,16.9,26,48666,0.32,1,4.0,3,77.0,1,1,68,9,0.11,1
525,41,Male,IT,Junior,7.2,17,83817,0.52,1,1.0,7,76.0,1,0,57,14,0.03,1
526,49,Male,HR,Senior,15.1,71,50662,0.36,1,4.0,5,75.0,0,0,93,6,0.61,1
527,29,Female,Finance,Mid,6.1,13,70159,0.56,1,2.0,6,17.0,0,0,91,10,0.95,1
528,22,Male,Data,Senior,1.8,69,59642,0.39,4,3.0,2,,0,1,91,13,0.99,0
529,24,Male,Data,Mid,0.6,26,66830,0.68,5,2.0,4,0.0,1,1,55,13,0.48,1
530,34,Female,Marketing,Mid,7.6,49,62531,0.81,4,5.0,9,37.0,0,0,80,12,0.47,0
531,49,Male,Finance,Senior,5.2,67,35234,0.31,2,3.0,7,40.0,0,1,79,13,0.64,1
532,46,Female,Finance,Junior,0.2,7,82616,0.86,3,5.0,4,41.0,0,0,65,4,0.56,0
533,54,Female,Data,Junior,2.2,58,34221,0.54,5,2.0,3,8.0,1,0,55,9,0.63,1
534,59,Female,IT,Lead,15.7,49,36410,0.43,2,4.0,1,22.0,1,0,62,7,0.87,1
535,27,Female,Marketing,Junior,3.5,53,39519,0.77,4,5.0,5,77.0,0,1,97,13,0.75,0
536,53,Female,Finance,Lead,2.8,65,86413,0.82,3,1.0,2,10.0,0,0,37,8,0.5,1
537,42,Female,Data,Junior,3.1,62,26051,0.52,2,4.0,7,70.0,0,0,95,5,0.46,1
538,37,Female,Finance,Junior,1.2,17,69993,0.66,3,4.0,6,30.0,0,0,52,13,0.64,0
539,42,Female,Marketing,Mid,2.3,43,34765,0.57,2,2.0,4,25.0,0,0,99,12,0.46,1
540,32,Male,Marketing,Lead,2.3,25,36382,0.31,4,2.0,6,,0,1,84,9,0.46,1
541,58,Male,HR,Junior,0.3,3,37580,0.67,3,3.0,4,,1,0,72,9,0.02,0
542,57,Male,Data,Lead,7.3,79,81690,0.3,2,3.0,4,45.0,0,0,50,4,0.17,1
543,56,Male,Marketing,Mid,2.7,29,81563,0.51,4,1.0,5,68.0,0,0,51,3,0.49,1
544,40,Female,HR,Mid,8.6,32,57323,0.7,5,4.0,4,4.0,1,1,38,12,0.82,0
545,41,Male,HR,Lead,9.5,26,69757,0.76,4,1.0,6,60.0,0,0,63,4,0.28,1
546,39,Female,Finance,Mid,1.2,16,85633,0.58,4,1.0,9,37.0,0,0,88,14,0.52,1
547,35,Male,Finance,Senior,5.4,25,80472,0.56,5,2.0,4,27.0,0,0,55,10,0.34,1
548,36,Male,HR,Senior,3.2,54,89810,0.66,4,1.0,3,25.0,1,1,30,13,0.1,1
549,52,Male,Finance,Mid,10.6,28,36939,0.58,5,1.0,6,60.0,0,0,34,12,0.96,1
550,22,Female,Marketing,Senior,1.2,73,76257,0.63,5,,5,22.0,0,0,70,5,0.85,0
551,24,Male,IT,Junior,5.7,56,54964,0.67,5,3.0,6,45.0,1,1,92,13,0.08,0
552,37,Female,Marketing,Lead,4.7,65,25307,0.23,2,3.0,2,29.0,1,0,51,6,0.72,1
553,44,Female,HR,Junior,1.7,93,81889,0.34,3,4.0,3,66.0,0,0,97,10,0.35,0
554,32,Male,HR,Lead,0.7,86,28359,0.17,2,3.0,1,32.0,1,0,77,5,0.99,1
555,33,Male,Marketing,Mid,5.3,80,54648,0.41,5,4.0,5,2.0,1,0,95,8,0.3,0
556,31,Male,Finance,Junior,6.7,41,60944,0.78,3,5.0,7,68.0,1,0,45,4,0.24,0
557,53,Female,Finance,Mid,1.9,51,59019,0.67,3,,3,41.0,1,1,82,5,0.57,0
558,37,Male,HR,Mid,5.2,71,63134,0.69,5,5.0,3,61.0,0,0,94,3,0.84,0
559,29,Female,Data,Lead,2.5,78,52323,0.23,3,3.0,8,57.0,0,0,93,11,0.19,1
560,59,Female,Finance,Lead,6.2,29,75669,0.69,3,3.0,3,56.0,0,1,97,6,0.71,0
561,33,Male,Marketing,Lead,1.1,83,31226,0.46,2,5.0,1,0.0,0,1,92,8,0.06,1
562,45,Male,Finance,Junior,11.0,19,46689,0.63,3,1.0,5,72.0,1,0,91,9,0.92,1
563,49,Female,Marketing,Senior,1.7,66,55971,0.31,5,1.0,12,59.0,1,0,74,4,0.08,1
564,29,Female,HR,Lead,2.3,41,50954,0.22,1,1.0,4,68.0,0,0,81,10,0.91,1
565,49,Female,Finance,Lead,0.3,45,80021,0.73,1,1.0,6,58.0,0,0,94,14,0.49,1
566,57,Male,Marketing,Junior,0.6,15,49423,0.81,1,3.0,3,45.0,0,0,31,11,0.45,1
567,47,Female,HR,Lead,3.6,3,55391,0.12,5,2.0,6,33.0,0,0,78,12,0.97,1
568,29,Male,Data,Junior,1.6,11,39330,0.37,1,5.0,8,24.0,1,0,51,13,0.99,1
569,49,Female,Marketing,Mid,9.0,53,29891,0.1,2,2.0,7,41.0,0,0,58,4,0.65,1
570,49,Female,Data,Lead,0.1,46,29992,0.67,5,2.0,5,28.0,0,0,64,7,0.13,1
571,58,Male,Data,Lead,2.4,30,26961,0.32,5,4.0,3,24.0,0,0,53,4,0.51,0
572,57,Female,IT,Mid,2.1,57,37497,0.36,5,1.0,5,53.0,0,0,59,13,0.53,1
573,48,Male,Finance,Mid,0.1,18,77015,0.78,3,3.0,11,72.0,1,0,71,7,0.51,1
574,38,Male,Marketing,Mid,0.7,51,57551,0.15,3,1.0,3,66.0,0,0,79,9,0.57,1
575,30,Female,Data,Lead,2.7,48,35848,0.17,3,1.0,16,14.0,1,0,89,8,0.02,1
576,54,Male,IT,Senior,3.4,66,84838,0.7,4,2.0,5,3.0,0,0,59,6,0.71,1
577,41,Male,HR,Senior,2.6,96,80755,0.08,2,4.0,0,37.0,0,1,41,4,0.71,1
578,34,Female,Marketing,Senior,3.8,8,38255,0.24,5,1.0,5,19.0,0,0,78,9,0.12,1
579,49,Male,Data,Lead,4.5,22,29567,0.64,5,5.0,5,22.0,1,0,75,14,0.57,0
580,50,Male,Finance,Mid,0.0,6,73847,0.11,3,5.0,3,36.0,0,0,72,12,0.57,1
581,34,Male,IT,Lead,3.1,76,64281,0.49,5,1.0,1,61.0,0,0,31,11,0.68,1
582,56,Female,Data,Mid,16.6,57,73003,0.61,5,2.0,4,7.0,0,0,83,3,0.09,1
583,27,Male,Finance,Lead,3.7,36,45389,0.59,1,2.0,5,,0,0,64,5,0.63,1
584,39,Female,Data,Lead,5.7,79,69523,0.43,5,3.0,2,44.0,0,0,81,9,0.28,0
585,26,Female,Marketing,Mid,1.9,92,83266,0.34,4,4.0,4,32.0,0,0,62,11,0.51,0
586,46,Male,Marketing,Senior,7.4,57,86576,0.63,3,2.0,7,6.0,0,1,80,7,0.77,1
587,23,Male,Marketing,Mid,7.4,49,86806,0.44,2,,4,21.0,0,0,55,9,0.71,1
588,31,Male,IT,Junior,3.7,45,68919,0.37,2,5.0,6,4.0,0,0,91,12,0.12,1
589,51,Female,Marketing,Junior,18.7,82,41567,0.78,1,5.0,6,,0,0,90,9,0.59,1
590,26,Male,Finance,Mid,0.7,66,81907,0.39,2,5.0,7,20.0,1,1,55,6,0.97,1
591,54,Male,Data,Lead,0.1,77,28358,0.12,2,,8,16.0,0,1,66,7,0.16,1
592,22,Male,HR,Junior,7.4,45,47999,0.83,3,4.0,4,55.0,1,0,59,4,0.85,0
593,39,Male,Finance,Junior,8.2,79,67358,0.84,3,3.0,6,49.0,0,0,40,10,0.7,0
594,53,Male,Finance,Lead,0.6,20,80949,0.88,4,4.0,5,6.0,1,0,82,14,0.77,0
595,32,Female,Marketing,Lead,1.5,64,35988,0.35,1,1.0,6,,0,0,70,3,0.28,1
596,42,Female,IT,Senior,0.1,93,82880,0.98,2,,4,59.0,0,0,34,4,0.29,1
597,47,Male,Data,Lead,1.7,93,65446,0.72,4,3.0,2,6.0,1,0,95,14,0.91,0
598,46,Male,IT,Mid,7.4,67,56521,0.2,1,2.0,2,39.0,1,1,42,5,0.36,1
599,43,Male,Data,Mid,3.6,83,30698,0.68,2,4.0,10,44.0,1,0,92,9,0.06,1
600,48,Male,Data,Senior,2.1,3,26273,0.97,2,4.0,2,58.0,1,1,54,8,0.6,1
601,34,Female,IT,Junior,2.3,54,52543,0.76,3,2.0,4,74.0,0,0,73,9,0.12,1
602,54,Male,Finance,Junior,0.0,78,80805,0.66,5,5.0,8,54.0,0,0,43,13,0.8,0
603,55,Female,Data,Lead,1.8,64,56349,0.36,1,,3,63.0,0,0,98,7,0.64,1
604,56,Female,IT,Mid,5.2,40,36241,0.72,2,4.0,12,64.0,1,0,88,6,0.87,1
605,22,Male,Data,Junior,18.3,59,75248,0.15,1,2.0,2,53.0,0,0,85,9,0.78,1
606,42,Female,HR,Senior,9.4,55,34497,0.27,4,3.0,3,39.0,1,0,81,5,0.11,1
607,27,Female,Finance,Senior,0.1,62,66875,0.17,4,2.0,7,52.0,0,1,95,12,0.38,1
608,49,Female,Marketing,Mid,11.4,4,57703,0.55,5,5.0,3,43.0,0,0,97,9,0.77,0
609,38,Female,Data,Senior,7.6,60,89871,0.63,2,1.0,6,62.0,0,0,41,4,0.42,1
610,26,Male,HR,Senior,7.6,75,69041,0.62,3,5.0,4,1.0,0,0,97,14,0.97,0
611,52,Male,Marketing,Mid,3.1,95,56954,0.19,2,3.0,4,78.0,1,1,72,14,0.74,1
612,26,Female,Marketing,Lead,2.5,96,33002,0.16,1,3.0,0,20.0,0,0,35,10,0.02,1
613,59,Male,Data,Lead,1.8,91,29247,0.54,4,3.0,9,49.0,1,0,44,14,0.88,0
614,24,Male,IT,Senior,0.3,30,66988,0.49,1,3.0,5,51.0,1,0,71,8,0.1,1
615,44,Male,Data,Lead,1.3,2,46698,0.36,5,2.0,1,8.0,0,0,60,14,0.14,1
616,58,Male,HR,Lead,1.4,62,84321,0.6,4,3.0,5,19.0,1,1,82,5,0.73,0
617,58,Male,Marketing,Senior,3.3,49,44738,0.12,3,3.0,3,17.0,0,0,35,5,0.86,1
618,31,Female,Data,Lead,6.9,9,35703,0.88,4,2.0,3,29.0,0,0,62,7,0.54,1
619,31,Male,IT,Senior,3.2,92,73240,0.89,2,3.0,7,64.0,0,0,58,5,0.29,1
620,40,Male,Data,Junior,0.3,31,74422,0.56,2,5.0,9,23.0,0,0,50,8,0.35,1
621,38,Male,Finance,Mid,15.8,98,42570,0.54,4,5.0,5,46.0,0,0,83,4,0.34,0
622,42,Male,IT,Mid,14.3,61,86899,0.61,5,4.0,5,43.0,1,0,85,10,0.33,0
623,35,Female,HR,Lead,7.7,79,37392,0.68,2,5.0,4,28.0,0,0,50,13,0.24,1
624,30,Female,Marketing,Lead,23.7,48,69724,0.35,2,1.0,2,76.0,0,0,84,14,0.61,1
625,22,Female,Data,Lead,3.9,25,57299,0.21,3,1.0,6,67.0,0,0,87,13,0.9,1
626,34,Female,IT,Mid,16.5,36,40641,0.53,4,1.0,8,16.0,0,0,93,11,0.31,1
627,25,Male,Finance,Junior,0.4,8,38998,0.24,2,2.0,6,4.0,1,0,75,9,0.19,1
628,22,Female,IT,Junior,2.3,73,31305,0.54,5,5.0,4,49.0,1,1,51,5,0.84,0
629,53,Male,Finance,Mid,1.3,58,57726,0.65,1,1.0,7,,0,1,89,13,0.74,1
630,55,Male,HR,Junior,1.1,45,43782,0.53,4,4.0,7,45.0,1,0,40,12,0.93,0
631,49,Male,Marketing,Mid,0.8,62,37721,0.31,3,2.0,5,50.0,0,0,76,6,0.17,1
632,52,Male,HR,Junior,4.9,39,64763,0.72,2,4.0,6,10.0,0,0,60,14,0.14,1
633,29,Male,Data,Senior,7.6,96,37427,0.64,5,5.0,5,11.0,0,1,47,12,0.54,0
634,47,Female,IT,Senior,4.3,58,71550,0.39,4,3.0,5,12.0,0,1,51,4,0.61,0
635,55,Female,Finance,Mid,0.8,81,81451,0.36,5,4.0,8,63.0,1,0,85,11,0.48,0
636,24,Female,Finance,Junior,8.3,99,45566,0.85,5,3.0,7,7.0,0,0,46,7,0.6,0
637,33,Female,IT,Lead,5.1,83,84055,0.41,3,2.0,4,64.0,0,0,67,14,0.18,1
638,22,Male,IT,Junior,2.5,64,27230,0.44,4,,3,8.0,0,0,54,4,0.48,0
639,26,Female,Data,Senior,5.6,44,31511,0.04,2,4.0,6,1.0,0,0,61,12,0.66,1
640,51,Male,HR,Senior,1.5,29,74280,0.65,3,2.0,4,77.0,0,0,44,8,0.43,1
641,51,Female,Finance,Junior,2.1,59,67229,0.85,2,2.0,8,12.0,0,1,42,9,0.68,1
642,38,Male,Data,Junior,12.5,71,77824,0.49,1,1.0,4,1.0,1,0,87,4,0.45,1
643,44,Male,HR,Lead,1.7,92,51177,0.09,5,5.0,4,67.0,1,0,79,3,0.33,1
644,36,Female,Data,Lead,3.2,9,29765,0.34,1,4.0,12,75.0,0,0,40,9,0.3,1
645,58,Male,Finance,Junior,11.0,92,45354,0.61,5,4.0,3,47.0,1,0,42,3,0.41,0
646,42,Male,IT,Junior,6.2,6,48929,0.65,3,2.0,4,73.0,0,1,79,5,0.02,1
647,35,Female,IT,Junior,0.3,29,53820,0.5,2,2.0,4,2.0,0,0,67,6,0.67,1
648,23,Male,HR,Junior,0.8,58,71040,0.22,2,5.0,4,67.0,0,0,30,4,0.85,1
649,32,Female,Marketing,Mid,0.0,17,54523,0.71,3,2.0,3,5.0,0,0,68,9,0.35,1
650,59,Female,HR,Junior,5.0,16,30552,0.36,4,3.0,3,4.0,1,0,56,7,0.05,0
651,55,Female,Marketing,Lead,3.0,87,25627,0.14,1,3.0,6,2.0,0,0,65,3,0.99,1
652,59,Male,Data,Senior,0.7,95,36989,0.52,1,3.0,6,9.0,1,1,61,14,0.26,1
653,55,Male,Data,Mid,15.8,3,38780,0.26,2,3.0,5,42.0,0,0,70,14,0.13,1
654,39,Male,Finance,Junior,3.8,21,31589,0.28,2,5.0,6,18.0,0,0,44,10,0.37,1
655,51,Female,Marketing,Senior,1.4,64,59812,0.28,2,4.0,4,13.0,1,1,60,12,0.74,1
656,36,Male,Finance,Mid,3.5,90,53128,0.33,3,3.0,6,20.0,0,0,35,9,0.29,0
657,48,Female,IT,Senior,5.7,36,70939,0.48,4,2.0,5,,0,0,81,6,0.57,1
658,55,Female,Marketing,Junior,0.4,86,76493,0.41,1,3.0,4,27.0,0,0,51,4,0.42,1
659,59,Male,HR,Junior,1.6,62,63652,0.17,5,5.0,3,20.0,0,0,60,9,0.12,1
660,54,Female,IT,Lead,8.2,42,52790,0.23,3,2.0,3,35.0,1,1,75,13,0.33,1
661,45,Male,IT,Junior,3.1,76,65953,0.68,1,3.0,5,23.0,0,0,96,4,0.72,1
662,36,Male,HR,Junior,4.0,42,25249,0.29,4,4.0,2,53.0,0,0,72,8,0.61,1
663,51,Male,IT,Mid,2.8,61,44309,0.71,3,2.0,3,37.0,1,0,30,3,0.12,1
664,38,Male,Marketing,Lead,0.2,13,79195,0.3,1,2.0,3,16.0,0,0,73,9,0.16,1
665,26,Male,Finance,Mid,0.9,11,75126,0.4,3,4.0,3,21.0,0,0,86,9,0.64,0
666,50,Female,IT,Senior,2.9,54,50901,0.37,1,2.0,8,44.0,0,0,38,14,0.81,1
667,25,Female,Marketing,Junior,1.2,16,48576,0.1,1,3.0,3,73.0,0,1,34,6,0.35,1
668,31,Female,Data,Senior,0.3,8,56508,0.29,4,2.0,4,60.0,0,0,38,6,0.6,1
669,38,Male,Marketing,Mid,9.3,59,34175,0.61,5,3.0,9,10.0,0,0,74,12,0.17,0
670,31,Male,Finance,Junior,19.9,57,50464,0.11,4,4.0,5,60.0,1,0,53,7,0.31,1
671,38,Male,Marketing,Junior,7.9,40,85281,0.41,1,1.0,5,37.0,0,0,71,4,0.02,1
672,41,Female,HR,Mid,9.6,59,41260,0.62,3,4.0,4,65.0,0,0,51,11,0.77,0
673,45,Male,Finance,Mid,1.4,2,84461,0.81,4,3.0,4,32.0,0,0,89,12,0.4,0
674,26,Female,Data,Mid,16.2,94,60440,0.47,5,5.0,1,42.0,0,0,66,6,0.82,0
675,55,Female,HR,Mid,1.1,94,54546,0.25,1,4.0,2,30.0,1,0,68,13,0.71,1
676,27,Male,Marketing,Mid,15.1,76,65047,0.68,4,5.0,7,34.0,0,0,82,11,0.83,0
677,23,Male,Finance,Junior,26.3,10,81683,0.66,4,5.0,4,36.0,0,0,57,5,0.29,0
678,34,Female,Data,Mid,6.2,44,83670,0.29,4,3.0,5,46.0,0,0,44,11,0.19,1
679,32,Male,HR,Junior,19.9,11,66430,0.27,4,3.0,6,22.0,0,1,89,3,0.97,1
680,44,Female,Data,Junior,4.2,79,26987,0.62,3,1.0,6,35.0,0,0,89,9,0.72,1
681,37,Male,Marketing,Mid,1.5,80,74242,0.66,5,2.0,6,39.0,0,1,35,6,0.83,1
682,52,Male,Data,Mid,2.9,81,50105,0.23,5,4.0,5,14.0,0,0,81,9,0.01,1
683,32,Female,IT,Lead,4.5,90,37948,0.88,1,3.0,7,36.0,0,1,41,12,0.35,1
684,37,Male,HR,Junior,0.4,2,78211,0.23,2,4.0,7,3.0,0,0,48,8,0.74,1
685,29,Female,Data,Mid,4.9,50,38026,0.86,3,5.0,5,21.0,0,0,31,6,0.08,0
686,25,Male,Marketing,Mid,19.9,12,27773,0.19,1,2.0,3,21.0,0,1,84,6,0.57,1
687,25,Female,Marketing,Mid,1.1,90,70927,0.43,1,,10,77.0,1,0,44,10,0.43,1
688,46,Female,Data,Lead,7.9,23,34878,0.69,4,4.0,3,77.0,0,0,93,9,0.02,0
689,24,Male,Marketing,Lead,11.9,18,82535,0.3,2,,8,16.0,1,1,98,6,0.24,1
690,53,Female,Finance,Senior,14.4,62,67946,0.17,2,1.0,4,71.0,0,0,44,13,0.28,1
691,24,Male,Finance,Junior,16.1,96,85967,0.49,3,4.0,3,79.0,1,0,72,8,0.11,0
692,48,Male,Finance,Senior,3.7,62,81561,0.62,2,2.0,7,79.0,0,0,46,8,0.63,1
693,50,Male,IT,Mid,18.9,38,35377,0.15,1,3.0,5,37.0,0,0,53,3,0.24,1
694,53,Female,Data,Lead,7.1,67,78592,0.1,2,4.0,7,23.0,0,0,59,4,0.28,1
695,40,Female,IT,Lead,0.9,38,32347,0.41,2,2.0,10,5.0,0,1,96,6,0.9,1
696,42,Male,Marketing,Senior,3.2,67,58776,0.52,5,1.0,2,67.0,0,0,80,8,0.47,1
697,26,Male,IT,Lead,6.3,94,28783,0.64,1,2.0,6,5.0,0,0,89,8,0.39,1
698,39,Female,Marketing,Mid,1.4,61,80798,0.78,2,3.0,3,25.0,0,0,32,3,0.72,1
699,49,Male,Marketing,Lead,5.1,1,29298,0.32,2,4.0,6,40.0,0,1,34,10,0.91,1
700,43,Male,HR,Senior,5.5,94,29668,0.21,4,4.0,5,74.0,0,0,57,4,0.03,1
701,42,Female,Finance,Mid,0.9,45,45671,0.39,2,4.0,3,37.0,0,1,40,7,0.45,1
702,27,Male,Marketing,Senior,4.2,96,59820,0.35,2,3.0,6,79.0,0,0,44,6,0.61,1
703,22,Female,HR,Lead,7.4,28,80161,0.83,5,1.0,4,42.0,0,1,77,7,0.32,1
704,26,Male,Finance,Senior,3.5,21,85652,0.04,1,4.0,6,52.0,0,0,75,7,0.77,1
705,33,Female,Marketing,Senior,0.1,13,59484,0.82,3,1.0,3,14.0,0,0,57,12,0.97,1
706,47,Male,Marketing,Junior,0.0,27,58078,0.55,1,2.0,3,55.0,0,0,36,10,0.94,1
707,55,Male,IT,Lead,2.2,7,89036,0.74,4,1.0,5,55.0,0,0,35,12,0.27,1
708,35,Female,IT,Lead,13.0,22,72159,0.75,1,1.0,7,30.0,1,0,87,9,0.23,1
709,47,Male,Finance,Senior,1.3,74,45922,0.23,2,4.0,4,56.0,0,0,97,14,0.96,1
710,48,Female,Marketing,Junior,5.0,53,59028,0.45,4,5.0,9,50.0,1,0,84,11,0.46,0
711,30,Male,Data,Lead,1.3,79,70925,0.61,1,5.0,3,23.0,0,0,96,14,0.21,1
712,47,Female,IT,Mid,1.9,79,45316,0.21,4,3.0,8,57.0,1,0,78,13,0.71,1
713,43,Female,Finance,Senior,9.4,4,36460,0.59,3,3.0,4,72.0,1,0,80,3,0.28,0
714,51,Female,Marketing,Lead,6.5,96,41968,0.79,1,5.0,5,3.0,0,1,88,8,0.27,1
715,38,Female,Marketing,Mid,0.5,23,55266,0.28,2,2.0,8,9.0,0,1,35,8,0.88,1
716,47,Male,Data,Lead,2.8,70,85143,0.74,4,4.0,5,62.0,0,0,80,4,0.16,0
717,57,Male,Finance,Mid,0.1,88,55209,0.67,5,4.0,5,72.0,0,0,67,13,0.06,0
718,22,Female,Marketing,Senior,3.3,84,49000,0.58,4,2.0,4,14.0,1,0,40,10,0.27,1
719,29,Female,IT,Lead,5.4,84,82703,0.67,5,,5,62.0,1,0,81,8,0.61,1
720,56,Female,Data,Lead,0.6,76,39011,0.79,2,5.0,6,18.0,1,0,49,13,0.12,1
721,36,Male,Finance,Junior,1.7,33,27866,0.57,3,3.0,5,62.0,1,0,39,12,0.47,0
722,43,Male,Data,Senior,2.5,28,72133,0.24,5,2.0,6,55.0,1,0,55,11,0.63,1
723,35,Male,IT,Mid,12.6,8,30898,0.42,3,3.0,7,20.0,0,1,77,12,0.85,0
724,47,Male,Finance,Lead,25.0,1,43395,0.48,4,1.0,4,33.0,0,0,43,7,0.23,1
725,49,Female,Data,Lead,0.2,37,64019,0.37,2,4.0,6,16.0,0,0,88,9,0.82,1
726,44,Female,HR,Mid,7.2,63,62707,0.64,5,5.0,3,17.0,0,0,41,8,0.23,0
727,35,Female,IT,Senior,2.3,22,29006,0.63,4,4.0,4,65.0,0,0,52,13,0.68,0
728,45,Male,IT,Junior,2.5,70,59393,0.34,1,5.0,7,50.0,0,0,68,7,0.43,1
729,23,Male,IT,Junior,7.0,21,35956,0.79,4,1.0,6,64.0,0,0,38,8,0.11,1
730,47,Male,HR,Lead,12.5,96,75042,0.23,3,4.0,2,42.0,0,1,54,6,0.71,1
731,35,Female,HR,Mid,15.1,35,55663,0.75,2,1.0,7,56.0,1,0,46,5,0.22,1
732,28,Female,Marketing,Lead,4.3,79,31078,0.68,2,5.0,8,9.0,0,1,71,3,0.18,1
733,24,Male,Data,Mid,2.2,5,54631,0.67,4,2.0,3,36.0,0,0,58,3,0.36,1
734,44,Female,Marketing,Junior,7.7,60,55140,0.51,1,4.0,7,47.0,1,0,89,8,0.65,1
735,39,Male,Data,Senior,1.4,46,81188,0.48,3,1.0,6,68.0,0,1,96,11,0.23,1
736,59,Male,HR,Mid,4.2,50,87901,0.81,4,4.0,9,55.0,0,0,86,10,0.18,0
737,56,Female,HR,Junior,2.2,48,66691,0.58,4,4.0,5,75.0,0,0,43,14,0.01,0
738,36,Male,Marketing,Lead,5.3,6,28961,0.56,2,4.0,6,35.0,0,1,68,4,0.47,1
739,46,Female,Finance,Mid,1.4,89,54277,0.35,3,3.0,4,30.0,1,0,45,11,0.43,0
740,58,Male,Marketing,Senior,1.1,56,76656,0.44,1,1.0,4,54.0,0,0,47,10,0.23,1
741,49,Female,Data,Lead,12.5,59,66574,0.49,2,1.0,6,37.0,0,1,49,14,0.05,1
742,31,Female,Marketing,Lead,0.5,29,77958,0.33,4,4.0,4,72.0,0,0,75,11,0.43,0
743,38,Female,IT,Junior,3.5,71,56417,0.49,2,2.0,5,14.0,1,0,74,6,0.79,1
744,43,Male,Data,Mid,1.2,77,47484,0.79,2,4.0,2,15.0,0,0,33,11,0.72,1
745,47,Male,Data,Lead,0.2,18,43103,0.41,5,3.0,4,76.0,1,0,49,4,0.86,0
746,46,Female,Finance,Senior,0.2,2,54345,0.32,2,5.0,5,52.0,0,0,40,3,0.01,1
747,38,Female,HR,Mid,1.0,8,71326,0.51,2,3.0,6,55.0,1,1,94,11,0.97,1
748,34,Male,Data,Senior,10.1,75,64454,0.74,3,2.0,5,6.0,1,0,47,12,0.34,1
749,41,Male,HR,Lead,1.7,97,26587,0.46,2,4.0,8,56.0,1,0,68,10,0.99,1
750,46,Male,Marketing,Senior,15.0,54,81152,0.54,1,1.0,2,54.0,0,1,73,9,0.25,1
751,25,Female,IT,Junior,4.4,38,67571,0.78,4,4.0,3,51.0,1,0,47,10,0.47,0
752,31,Male,Finance,Senior,2.9,48,75048,0.96,3,2.0,6,3.0,0,0,76,14,0.35,1
753,24,Male,HR,Mid,4.3,27,79710,0.56,2,1.0,6,42.0,1,0,60,3,0.36,1
754,39,Female,Data,Senior,3.6,20,82621,0.63,1,3.0,6,,0,0,68,11,0.84,1
755,57,Male,HR,Senior,7.1,12,46031,0.63,4,5.0,3,29.0,0,1,67,14,0.75,0
756,43,Male,Data,Junior,1.7,43,51212,0.49,3,5.0,7,9.0,0,0,76,12,0.99,0
757,55,Male,HR,Senior,2.2,61,35350,0.46,1,4.0,7,6.0,0,0,99,13,0.61,1
758,29,Female,Data,Senior,11.2,31,43816,0.45,2,3.0,3,,0,0,37,11,0.46,1
759,40,Female,Marketing,Lead,14.6,91,45288,0.47,5,2.0,4,34.0,0,0,94,14,0.09,1
760,58,Female,Data,Lead,11.2,96,54432,0.29,5,5.0,2,38.0,0,0,42,13,1.0,1
761,27,Female,Data,Mid,2.7,61,69222,0.79,3,3.0,7,35.0,1,0,84,11,0.55,0
762,47,Female,IT,Lead,7.6,74,73617,0.74,1,4.0,7,19.0,0,0,72,8,0.7,1
763,55,Female,Data,Lead,3.2,67,31837,0.22,4,1.0,7,48.0,0,1,33,6,0.41,1
764,27,Female,IT,Lead,3.4,91,59217,0.54,1,4.0,5,58.0,1,0,89,4,0.55,1
765,58,Male,Finance,Lead,1.1,35,45884,0.64,5,4.0,6,48.0,0,0,41,13,0.94,0
766,54,Male,IT,Junior,4.5,95,30454,0.2,3,3.0,5,25.0,0,1,88,6,0.17,1
767,43,Female,Marketing,Lead,1.0,15,34424,0.28,2,5.0,3,35.0,0,0,83,9,0.29,1
768,42,Male,IT,Junior,2.0,16,61885,0.52,1,,3,42.0,0,0,73,3,0.15,1
769,27,Male,Finance,Junior,9.7,13,66637,0.7,5,1.0,8,42.0,0,1,45,11,0.79,1
770,27,Female,Marketing,Lead,1.2,35,68618,0.42,4,3.0,6,75.0,0,0,35,5,0.06,0
771,25,Male,HR,Senior,0.4,75,43412,0.28,3,2.0,10,32.0,1,0,43,6,0.08,1
772,51,Male,HR,Junior,0.4,59,87671,0.38,2,4.0,7,77.0,0,0,87,14,0.3,1
773,32,Male,IT,Senior,14.1,21,72111,0.05,1,,10,44.0,0,1,60,7,0.51,1
774,51,Male,IT,Senior,3.5,54,64613,0.63,4,1.0,5,44.0,1,0,70,14,0.41,1
775,52,Male,Finance,Lead,2.6,75,45142,0.41,2,4.0,6,14.0,0,0,64,5,0.04,1
776,45,Female,Finance,Mid,8.3,30,80056,0.1,5,3.0,5,16.0,0,0,39,6,0.96,1
777,30,Female,Data,Lead,9.0,48,62392,0.81,5,2.0,4,11.0,1,0,59,7,0.95,1
778,24,Female,Finance,Mid,2.0,35,84381,0.76,4,,5,21.0,0,1,73,14,0.28,0
